,ice_source,region,sample,scenario,riskaverse,startyr,endyr,Tavg,dSdt
148,AIS,WAIS,75,SSP119,,2016,2050,0.5683453821992857,-4.695073529411765e-05
149,AIS,WAIS,75,SSP119,,2051,2100,0.5062630964849999,-0.0003197707482993197
150,AIS,WAIS,76,SSP119,,2016,2050,0.6986368107707143,7.173186274509805e-05
151,AIS,WAIS,76,SSP119,,2051,2100,0.7468690964849999,-0.00015544880952380938
152,AIS,WAIS,77,SSP119,,2016,2050,0.5131253821992857,0.0001534713235294118
153,AIS,WAIS,77,SSP119,,2051,2100,0.39790509648499994,0.00021050051020408153
154,AIS,WAIS,78,SSP119,,2016,2050,0.5015196679135713,-3.957598039215687e-05
155,AIS,WAIS,78,SSP119,,2051,2100,0.488149096485,-0.00020584778911564614
156,AIS,WAIS,79,SSP119,,2016,2050,0.5909282393421427,1.2818382352941194e-05
157,AIS,WAIS,79,SSP119,,2051,2100,0.7025630964849998,0.0002818489795918366
158,AIS,WAIS,80,SSP119,,2016,2050,0.5304253821992857,-2.7435294117647057e-05
159,AIS,WAIS,80,SSP119,,2051,2100,0.6220730964849999,0.0001383103741496598
160,AIS,WAIS,81,SSP119,,2016,2050,0.6398825250564285,6.120980392156864e-05
161,AIS,WAIS,81,SSP119,,2051,2100,0.606687096485,-0.0004185375850340136
162,AIS,WAIS,82,SSP119,,2016,2050,0.5672425250564284,6.99578431372549e-05
163,AIS,WAIS,82,SSP119,,2051,2100,0.847123096485,0.0001806059523809521
164,AIS,WAIS,83,SSP119,,2016,2050,0.3976225250564285,0.00030415392156862755
165,AIS,WAIS,83,SSP119,,2051,2100,0.2960170964849999,0.0015867891156462579
166,AIS,WAIS,84,SSP119,,2016,2050,0.7966996679135713,-3.454730392156858e-05
167,AIS,WAIS,84,SSP119,,2051,2100,0.858965096485,0.0008753732993197278
168,AIS,WAIS,85,SSP119,,2016,2050,0.3852996679135714,0.00016017573529411767
169,AIS,WAIS,85,SSP119,,2051,2100,0.2992150964849999,0.0006024049319727887
170,AIS,WAIS,86,SSP119,,2016,2050,0.6655539536278572,0.00034169656862745095
171,AIS,WAIS,86,SSP119,,2051,2100,0.8275730964849999,0.001339806972789115
172,AIS,WAIS,87,SSP119,,2016,2050,0.6030025250564284,8.900906862745097e-05
173,AIS,WAIS,87,SSP119,,2051,2100,0.711777096485,0.00010448231292516993
174,AIS,WAIS,88,SSP119,,2016,2050,0.6136310964849998,0.0001953031862745098
175,AIS,WAIS,88,SSP119,,2051,2100,0.6064810964849999,0.0007474226190476186
176,AIS,WAIS,89,SSP119,,2016,2050,0.3979425250564284,7.255735294117646e-05
177,AIS,WAIS,89,SSP119,,2051,2100,0.31864109648499994,0.000635367006802721
178,AIS,WAIS,90,SSP119,,2016,2050,0.5991682393421428,6.547965686274512e-05
179,AIS,WAIS,90,SSP119,,2051,2100,0.6416830964849999,0.0006073683673469384
180,AIS,WAIS,91,SSP119,,2016,2050,0.43299395362785703,-5.073039215686273e-05
181,AIS,WAIS,91,SSP119,,2051,2100,0.39467509648499993,0.00024674761904761895
182,AIS,WAIS,92,SSP119,,2016,2050,0.48708252505642846,0.00014270367647058822
183,AIS,WAIS,92,SSP119,,2051,2100,0.507929096485,0.0006980846938775509
184,AIS,WAIS,93,SSP119,,2016,2050,0.4926682393421428,0.00016805147058823535
185,AIS,WAIS,93,SSP119,,2051,2100,0.31996509648499993,0.0005291760204081631
186,AIS,WAIS,94,SSP119,,2016,2050,0.49491395362785706,-5.650661764705882e-05
187,AIS,WAIS,94,SSP119,,2051,2100,0.5258790964849999,-0.0005929467687074828
188,AIS,WAIS,95,SSP119,,2016,2050,0.491473953627857,-3.440171568627447e-05
189,AIS,WAIS,95,SSP119,,2051,2100,0.42060509648499994,-0.0001948294217687075
190,AIS,WAIS,96,SSP119,,2016,2050,0.4189910964849999,0.00010998823529411766
191,AIS,WAIS,96,SSP119,,2051,2100,0.2861050964849999,8.220017006802712e-05
192,AIS,WAIS,97,SSP119,,2016,2050,0.4513025250564284,4.6867156862745094e-05
193,AIS,WAIS,97,SSP119,,2051,2100,0.30602509648499987,0.0006183857142857142
194,AIS,WAIS,98,SSP119,,2016,2050,0.537373953627857,6.759068627450987e-06
195,AIS,WAIS,98,SSP119,,2051,2100,0.6458710964849999,-0.00022099642857142878
196,AIS,WAIS,99,SSP119,,2016,2050,0.5155710964849998,7.70884803921569e-05
197,AIS,WAIS,99,SSP119,,2051,2100,0.3991590964849998,0.0011519005102040812
198,AIS,WAIS,100,SSP119,,2016,2050,0.39963109648499995,3.103112745098041e-05
199,AIS,WAIS,100,SSP119,,2051,2100,0.27488709648499987,0.00026421904761904754
200,AIS,WAIS,101,SSP119,,2016,2050,0.7540025250564285,2.0158823529411734e-05
201,AIS,WAIS,101,SSP119,,2051,2100,0.810275096485,-0.00041462874149659855
202,AIS,WAIS,102,SSP119,,2016,2050,0.43012252505642845,0.00013798137254901965
203,AIS,WAIS,102,SSP119,,2051,2100,0.3122990964849999,0.0005397928571428568
204,AIS,WAIS,103,SSP119,,2016,2050,0.5416710964849999,3.302352941176473e-05
205,AIS,WAIS,103,SSP119,,2051,2100,0.7026390964849999,0.0003723789115646256
206,AIS,WAIS,104,SSP119,,2016,2050,0.48249966791357135,1.5494852941176483e-05
207,AIS,WAIS,104,SSP119,,2051,2100,0.4653030964849998,-0.00016615629251700686
208,AIS,WAIS,105,SSP119,,2016,2050,0.6448510964849999,5.9785784313725515e-05
209,AIS,WAIS,105,SSP119,,2051,2100,0.6971270964849999,0.0006445112244897957
210,AIS,WAIS,106,SSP119,,2016,2050,0.6297625250564286,0.00013874656862745098
211,AIS,WAIS,106,SSP119,,2051,2100,0.7099170964849999,0.00010636887755102024
212,AIS,WAIS,107,SSP119,,2016,2050,0.5827510964849999,4.147794117647059e-05
213,AIS,WAIS,107,SSP119,,2051,2100,0.635817096485,0.00042066632653061205
214,AIS,WAIS,108,SSP119,,2016,2050,0.4981453821992856,9.568063725490205e-05
215,AIS,WAIS,108,SSP119,,2051,2100,0.33217309648499993,-0.00019243809523809518
216,AIS,WAIS,109,SSP119,,2016,2050,0.7781625250564285,0.0002128360294117647
217,AIS,WAIS,109,SSP119,,2051,2100,0.858245096485,0.0011362498299319727
218,AIS,WAIS,110,SSP119,,2016,2050,0.4635968107707142,4.2315441176470604e-05
219,AIS,WAIS,110,SSP119,,2051,2100,0.396351096485,0.00013701887755102
220,AIS,WAIS,111,SSP119,,2016,2050,0.5923510964849998,0.00012136348039215689
221,AIS,WAIS,111,SSP119,,2051,2100,0.5191630964849999,0.0002679855442176869
222,AIS,WAIS,112,SSP119,,2016,2050,0.3723482393421428,0.00035156642156862743
223,AIS,WAIS,112,SSP119,,2051,2100,0.36034709648499985,0.0019307564625850333
224,AIS,WAIS,113,SSP119,,2016,2050,0.5189225250564284,9.93561274509804e-05
225,AIS,WAIS,113,SSP119,,2051,2100,0.6392130964849998,-0.0004963571428571428
226,AIS,WAIS,114,SSP119,,2016,2050,0.678413953627857,0.0003106406862745098
227,AIS,WAIS,114,SSP119,,2051,2100,0.7275130964849998,0.0009540311224489793
228,AIS,WAIS,115,SSP119,,2016,2050,0.4883310964849999,8.45448529411765e-05
229,AIS,WAIS,115,SSP119,,2051,2100,0.47475909648499987,0.0003523340136054419
230,AIS,WAIS,116,SSP119,,2016,2050,0.43725681077071415,0.00018686029411764705
231,AIS,WAIS,116,SSP119,,2051,2100,0.2739170964849999,0.0005651352040816323
232,AIS,WAIS,117,SSP119,,2016,2050,0.5948453821992856,6.175784313725489e-05
233,AIS,WAIS,117,SSP119,,2051,2100,0.5759010964849999,6.948520408163252e-05
234,AIS,WAIS,118,SSP119,,2016,2050,0.423633953627857,7.104754901960787e-05
235,AIS,WAIS,118,SSP119,,2051,2100,0.3071090964849999,0.0007207574829931969
236,AIS,WAIS,119,SSP119,,2016,2050,0.40195966791357135,2.1803676470588246e-05
237,AIS,WAIS,119,SSP119,,2051,2100,0.2628730964849999,-0.0005891972789115645
238,AIS,WAIS,120,SSP119,,2016,2050,0.470791096485,-1.2832843137254878e-05
239,AIS,WAIS,120,SSP119,,2051,2100,0.3997130964849999,0.00010474217687074817
240,AIS,WAIS,121,SSP119,,2016,2050,0.5188768107707142,0.00013546813725490197
241,AIS,WAIS,121,SSP119,,2051,2100,0.6595910964849999,0.0005332556122448976
242,AIS,WAIS,122,SSP119,,2016,2050,0.4253396679135713,7.824754901960794e-06
243,AIS,WAIS,122,SSP119,,2051,2100,0.30563309648499987,0.0001746093537414967
244,AIS,WAIS,123,SSP119,,2016,2050,0.538631096485,-1.569950980392156e-05
245,AIS,WAIS,123,SSP119,,2051,2100,0.5584990964849998,-0.0005762755102040814
246,AIS,WAIS,124,SSP119,,2016,2050,0.605731096485,0.0002069960784313726
247,AIS,WAIS,124,SSP119,,2051,2100,0.48655909648499995,0.001289355102040816
248,AIS,WAIS,125,SSP119,,2016,2050,0.5280682393421429,9.949803921568631e-05
249,AIS,WAIS,125,SSP119,,2051,2100,0.6079050964849999,0.0009839353741496598
250,AIS,WAIS,126,SSP119,,2016,2050,0.5446196679135714,1.9955637254901965e-05
251,AIS,WAIS,126,SSP119,,2051,2100,0.4995530964849999,-1.7644897959183653e-05
252,AIS,WAIS,127,SSP119,,2016,2050,0.46167395362785707,-7.921568627450939e-07
253,AIS,WAIS,127,SSP119,,2051,2100,0.38785709648499994,-0.000214687925170068
254,AIS,WAIS,128,SSP119,,2016,2050,0.474931096485,0.00018362107843137258
255,AIS,WAIS,128,SSP119,,2051,2100,0.42988309648499995,0.0006040619047619043
256,AIS,WAIS,129,SSP119,,2016,2050,0.6961482393421428,1.6355882352941188e-05
257,AIS,WAIS,129,SSP119,,2051,2100,0.612121096485,-0.00040210051020408164
258,AIS,WAIS,130,SSP119,,2016,2050,0.4718710964849999,0.00010095612745098039
259,AIS,WAIS,130,SSP119,,2051,2100,0.40149109648499987,0.0003690967687074829
260,AIS,WAIS,131,SSP119,,2016,2050,0.5020510964849999,0.00013807794117647062
261,AIS,WAIS,131,SSP119,,2051,2100,0.46887909648499987,-1.3079251700680341e-05
262,AIS,WAIS,132,SSP119,,2016,2050,0.5892482393421428,5.589215686274522e-06
263,AIS,WAIS,132,SSP119,,2051,2100,0.6008750964849999,-0.0002918593537414966
264,AIS,WAIS,133,SSP119,,2016,2050,0.5579682393421428,0.00014256274509803922
265,AIS,WAIS,133,SSP119,,2051,2100,0.44112309648499987,0.0007136314625850336
266,AIS,WAIS,134,SSP119,,2016,2050,0.4894539536278571,0.00041727990196078444
267,AIS,WAIS,134,SSP119,,2051,2100,0.4795850964849999,0.0017814588435374138
268,AIS,WAIS,135,SSP119,,2016,2050,0.3935396679135713,8.09779411764706e-05
269,AIS,WAIS,135,SSP119,,2051,2100,0.29393109648499993,-0.0006000872448979589
270,AIS,WAIS,136,SSP119,,2016,2050,0.4661939536278571,0.00027017524509803924
271,AIS,WAIS,136,SSP119,,2051,2100,0.2957410964849999,0.0008272972789115642
272,AIS,WAIS,137,SSP119,,2016,2050,0.44298823934214276,6.522769607843138e-05
273,AIS,WAIS,137,SSP119,,2051,2100,0.22847909648499987,-0.0005652993197278911
274,AIS,WAIS,138,SSP119,,2016,2050,0.633353953627857,0.0001521779411764706
275,AIS,WAIS,138,SSP119,,2051,2100,0.6985830964849999,0.00037365663265306117
276,AIS,WAIS,139,SSP119,,2016,2050,0.6042910964849999,-0.00010510171568627454
277,AIS,WAIS,139,SSP119,,2051,2100,0.690329096485,-0.0004334333333333332
278,AIS,WAIS,140,SSP119,,2016,2050,0.457333953627857,-9.167892156862744e-05
279,AIS,WAIS,140,SSP119,,2051,2100,0.40582309648499987,0.0011684304421768707
280,AIS,WAIS,141,SSP119,,2016,2050,0.5018310964849998,3.554460784313725e-05
281,AIS,WAIS,141,SSP119,,2051,2100,0.5751810964849998,0.000508237244897959
282,AIS,WAIS,142,SSP119,,2016,2050,0.461873953627857,0.00011351421568627456
283,AIS,WAIS,142,SSP119,,2051,2100,0.3838190964849999,-0.0001879833333333334
284,AIS,WAIS,143,SSP119,,2016,2050,0.5663396679135714,2.045784313725492e-05
285,AIS,WAIS,143,SSP119,,2051,2100,0.5511610964849999,0.0004469044217687073
286,AIS,WAIS,144,SSP119,,2016,2050,0.4750196679135713,-1.4904901960784303e-05
287,AIS,WAIS,144,SSP119,,2051,2100,0.4107510964849999,3.758044217687087e-05
288,AIS,WAIS,145,SSP119,,2016,2050,0.48529395362785704,9.710269607843138e-05
289,AIS,WAIS,145,SSP119,,2051,2100,0.5297190964849999,0.0003372535714285714
290,AIS,WAIS,146,SSP119,,2016,2050,0.6497710964849999,0.00013627156862745102
291,AIS,WAIS,146,SSP119,,2051,2100,0.761049096485,0.0010442287414965984
