,model,run,scenario,startyr,endyr,Tavg,dSdt
254,GISS-E2-1-G,r3i1p1f1_gn,historical,1850,1900,-0.7769761483846196,0.00011263757944107055
255,GISS-E2-1-G,r3i1p1f1_gn,historical,1900,1950,-0.6683411130256331,0.000158284492790699
256,GISS-E2-1-G,r3i1p1f1_gn,historical,1950,2000,-0.5015825200904374,0.000378824882209301
257,GISS-E2-1-G,r3i1p1f1_gn,historical,1992,2014,-0.044909118706186746,0.0012919107790697706
258,GISS-E2-1-G,r4i1p1f1_gn,historical,1850,1900,-0.6966733905592832,1.220703125e-05
259,GISS-E2-1-G,r4i1p1f1_gn,historical,1900,1950,-0.5654045169558799,0.000216878242790699
260,GISS-E2-1-G,r4i1p1f1_gn,historical,1950,2000,-0.49266412729053854,0.000423990897834301
261,GISS-E2-1-G,r4i1p1f1_gn,historical,1992,2014,-0.05840922588333797,0.0012965346263213592
262,GISS-E2-1-G,r5i1p1f1_gn,historical,1850,1900,-0.7103881082921362,-7.398426532745361e-08
263,GISS-E2-1-G,r5i1p1f1_gn,historical,1900,1950,-0.5881949904473913,0.000270589180290699
264,GISS-E2-1-G,r5i1p1f1_gn,historical,1950,2000,-0.46509910586831893,0.0003466796875
265,GISS-E2-1-G,r5i1p1f1_gn,historical,1992,2014,-0.0769920383551721,0.0012456720525568182
266,GISS-E2-1-G,r6i1p1f1_gn,historical,1850,1900,-0.7308234483233491,1.2724921107292176e-05
267,GISS-E2-1-G,r6i1p1f1_gn,historical,1900,1950,-0.6108734915420655,0.000235188789665699
268,GISS-E2-1-G,r6i1p1f1_gn,historical,1950,2000,-0.5039842552137657,0.000322672538459301
269,GISS-E2-1-G,r6i1p1f1_gn,historical,1992,2014,-0.06392279175082649,0.0012734153053977273
270,GISS-E2-1-G,r7i1p1f1_gn,historical,1850,1900,-0.750170234455652,3.680601716041565e-05
271,GISS-E2-1-G,r7i1p1f1_gn,historical,1900,1950,-0.5968417997945608,0.00022013347595930099
272,GISS-E2-1-G,r7i1p1f1_gn,historical,1950,2000,-0.46271436496715523,0.000395100936293602
